director_name,imdb_score,movie_facebook_likes
Benedikt Erlingsson,6.9,1000
George A. Romero,6.9,0
Matthew Bright,6.9,0
Kari Skogland,6.9,0
Jonathan Levine,6.9,81000
Stephen Herek,6.9,0
Michael Hoffman,6.9,0
Lewis Gilbert,6.9,0
Julian Schnabel,6.9,0
Ridley Scott,6.9,9000
J.C. Chandor,6.9,18000
Eric Darnell,6.9,0
Lee Tamahori,6.9,0
Ariel Vromen,6.9,20000
Steven Soderbergh,6.9,0
Yash Chopra,6.9,12000
Nancy Meyers,6.9,19000
John Maclean,6.9,0
Tom Shadyac,6.9,0
John Ford,6.9,573
Jonathan Lynn,6.9,0
Shekhar Kapur,6.9,0
Chao-Bin Su,6.9,1000
David Worth,6.9,223
Roman Polanski,6.9,0
David Wain,6.9,0
Jon Favreau,6.9,21000
Michael Schultz,6.9,187
Ol Parker,6.9,0
David Robert Mitchell,6.9,45000
Phillip Noyce,6.9,0
Mark Rydell,6.9,1000
Spike Lee,6.9,905
Dan Zukovic,6.9,43
Seth Gordon,6.9,31000
Mike Binder,6.9,549
Carlos Saldanha,6.9,0
Hal Haberman,6.9,0
Lawrence Kasdan,6.9,209
Sean Durkin,6.9,0
Oliver Parker,6.9,646
Tim Robbins,6.9,625
Christopher Smith,6.9,13000
Damien O'Donnell,6.9,1000
Martin Ritt,6.9,608
Mark Dindal,6.9,643
Tom Hanks,6.9,0
John Gatins,6.9,0
Charles Martin Smith,6.9,0
Sally Potter,6.9,305
Anand Tucker,6.9,429
Peter Chelsom,6.9,12000
Dustin Hoffman,6.8,13000
Barry Levinson,6.8,0
F. Gary Gray,6.8,0
Richard Linklater,6.8,15000
Guillermo del Toro,6.8,0
James Wan,6.8,60000
Livingston Oden,6.8,267
François Ozon,6.8,0
Joe Wright,6.8,38000
John McTiernan,6.8,0
Catherine Hardwicke,6.8,0
Michael Bay,6.8,0
David Zucker,6.8,0
Nicholas Ray,6.8,419
Graham Annable,6.8,11000
Vincenzo Natali,6.8,0
Doug Liman,6.8,9000
Joseph Kosinski,6.8,30000
Steven Spielberg,6.8,27000
Louis Leterrier,6.8,0
Jeremy Brock,6.8,864
Michael Winterbottom,6.8,750
David Ray,6.8,193
,6.8,532.0
Robert Greenwald,6.8,0
Mikael Håfström,6.8,11000
Peter Hyams,6.8,2000
Gerard Johnstone,6.8,10000
Warren Beatty,6.8,0
David Fincher,6.8,0
Peter Howitt,6.8,0
Tom Tykwer,6.8,2000
R.J. Cutler,6.8,15000
Newt Arnold,6.8,0
Carlos Carrera,6.8,544
Paul Schrader,6.8,247
Ang Lee,6.8,633
Joseph Kosinski,6.8,30000
Robert Altman,6.8,683
Sydney Pollack,6.8,0
Bigas Luna,6.8,85
Wes Ball,6.8,38000
Garth Jennings,6.8,10000
Martin Scorsese,6.8,0
Len Wiseman,6.8,0
Brett Ratner,6.8,0
Richard Shepard,6.8,808
Michael Cimino,6.8,1000
James Wan,6.8,0
Catherine Hardwicke,6.8,0
Woody Allen,6.8,0
Brian De Palma,6.8,0
David Ayer,6.8,0
Henry Koster,6.8,0
Paul Feig,6.8,27000
Sean Penn,6.8,0
Barry Sonnenfeld,6.8,40000
Simon Wincer,6.8,0
David Cronenberg,6.8,0
Gus Van Sant,6.8,1000
Ed Harris,6.8,0
Rob Reiner,6.8,0
Danny Cannon,6.8,0
Sam Mendes,6.8,85000
Fenton Bailey,6.8,592
Boaz Yakin,6.8,33000
John Carpenter,6.8,7000
Peter Sohn,6.8,20000
Randall Miller,6.8,0
Scott Cooper,6.8,17000
Tom Shadyac,6.8,0
James Gunn,6.8,19000
Agnieszka Holland,6.8,0
Louis Leterrier,6.8,0
Pawel Pawlikowski,6.8,869
Spike Lee,6.8,352
Lasse Hallström,6.8,0
Chris Noonan,6.8,5000
David Cronenberg,6.8,6000
Oliver Stone,6.8,0
Michael Kang,6.8,62
Greg Mottola,6.8,0
E.L. Katz,6.8,0
John Erick Dowdle,6.8,16000
Frank Oz,6.8,0
Laslo Benedek,6.8,65
Craig Gillespie,6.8,12000
Barry Sonnenfeld,6.8,5000
Tim McCanlies,6.8,500
Wade Gasque,6.8,182
Robert Zemeckis,6.8,0
Michael Sucsy,6.8,32000
Harold Becker,6.8,0
Albert Hughes,6.8,0
James Watkins,6.8,0
Albert Hughes,6.8,0
Neil Jordan,6.8,0
Woody Allen,6.8,0
Udayan Prasad,6.8,1000
Craig Johnson,6.8,0
Andrew Erwin,6.8,0
John Glen,6.8,2000
David Frankel,6.8,0
Bibo Bergeron,6.8,0
Robert Luketic,6.8,0
Michael Mann,6.8,0
Mike Judge,6.8,0
Tony Richardson,6.8,328
Sam Peckinpah,6.8,251
Catherine Gund,6.8,44
David O. Russell,6.8,824
Kief Davidson,6.8,0
Nick Tomnay,6.8,0
Tony Scott,6.8,18000
Matthew Watts,6.8,31
John Carpenter,6.8,7000
Menno Meyjes,6.8,0
Jaume Collet-Serra,6.8,0
Amat Escalante,6.8,0
Andrew Adamson,6.8,0
Richard Linklater,6.8,0
Ivan Reitman,6.8,14000
Ash Brannon,6.8,0
Peter Stebbings,6.8,0
Joseph Dorman,6.8,287
Scott Hicks,6.8,846
John H. Lee,6.8,139
Anton Corbijn,6.8,13000
Peter R. Hunt,6.8,0
Gavin Hood,6.8,0
Guy Hamilton,6.8,0
Scott Derrickson,6.8,58000
Jeremy Leven,6.8,0
Rod Lurie,6.8,689
Spike Jonze,6.8,11000
Simon West,6.8,0
Peyton Reed,6.8,0
Nicole Holofcener,6.8,227
Alfred Hitchcock,6.8,609
Christian Alvart,6.8,10000
Tim Johnson,6.8,0
Michael Anderson,6.8,0
Matt Williams,6.8,0
Guy Hamilton,6.8,2000
Alejandro Agresti,6.8,0
Gillian Robespierre,6.8,0
Luke Greenfield,6.8,0
Christopher Cain,6.8,0
David Mamet,6.8,0
Gary Fleder,6.8,0
Terry Gilliam,6.8,19000
Yarrow Cheney,6.8,36000
Steve James,6.8,0
Baz Luhrmann,6.8,10000
Marc Forster,6.8,21000
Stephen Hopkins,6.8,0
Robert Lorenz,6.8,11000
Salvador Carrasco,6.8,140
Chris Columbus,6.8,0
Luis Valdez,6.8,0
Amy Heckerling,6.8,0
Michael Mayer,6.8,1000
Alexandre Aja,6.8,0
Mike Leigh,6.8,0
Daniel Espinosa,6.8,19000
Andrew Currie,6.8,0
Peter Segal,6.8,11000
Robert Eggers,6.8,43000
Mark Romanek,6.8,0
Patricia Riggen,6.8,16000
Woody Allen,6.8,826
Rob McKittrick,6.8,0
Howard Zieff,6.8,0
Chan-wook Park,6.8,27000
Gary Trousdale,6.8,0
Carol Reed,6.8,283
Adam Rifkin,6.8,0
Jonas Åkerlund,6.8,3000
Richard Lester,6.8,0
Joe Carnahan,6.8,32000
Ryan Little,6.8,1000
Ivan Kavanagh,6.7,105
Gurinder Chadha,6.7,0
Stanley Tong,6.7,0
Stephan Elliott,6.7,2000
Jason Bateman,6.7,0
,6.7,4.0
Randal Kleiser,6.7,0
Matt Johnson,6.7,1000
Mark L. Lester,6.7,0
Phillip Noyce,6.7,447
Karen Moncrieff,6.7,115
Mariette Monpierre,6.7,24
Lee Toland Krieger,6.7,0
Karen Moncrieff,6.7,799
James Foley,6.7,622
Mike Barker,6.7,0
Paul Thomas Anderson,6.7,18000
Mel Brooks,6.7,0
Patricia Rozema,6.7,851
Jay Russell,6.7,0
Kar-Wai Wong,6.7,0
Brad Anderson,6.7,0
James Bidgood,6.7,85
William Friedkin,6.7,12000
Dan Perri,6.7,14
Rodrigo García,6.7,0
Katherine Brooks,6.7,501
Émile Gaudreault,6.7,352
Guy Hamilton,6.7,0
Michael Winterbottom,6.7,923
Peter Jackson,6.7,16000
Lorene Scafaria,6.7,25000
Sean Byrne,6.7,0
Matthew Diamond,6.7,831
Frank Perry,6.7,0
John Waters,6.7,3000
Lance Mungia,6.7,0
Peter Sollett,6.7,0
David Koepp,6.7,0
Tamra Davis,6.7,0
Drake Doremus,6.7,12000
Brad Anderson,6.7,23000
Darren Lynn Bousman,6.7,8000
Cecil B. DeMille,6.7,625
Jon Lucas,6.7,18000
Leslie Small,6.7,0
Barrett Esposito,6.7,165
Christian Volckman,6.7,0
Jason Alexander,6.7,117
James Mottern,6.7,371
,6.7,17000.0
Bruce McDonald,6.7,0
Christopher McQuarrie,6.7,1000
Qasim Basir,6.7,0
James Ivory,6.7,356
,6.7,0.0
Sarah Gavron,6.7,430
Jeff Nichols,6.7,0
Marc Bennett,6.7,35
Gavin O'Connor,6.7,121
Eugène Lourié,6.7,465
Mel Brooks,6.7,629
Hugh Wilson,6.7,0
Nils Gaup,6.7,278
Martin Scorsese,6.7,932
Antoine Fuqua,6.7,4000
Piyush Dinker Pandya,6.7,133
Lucrecia Martel,6.7,57
Tim Johnson,6.7,26000
Ernest R. Dickerson,6.7,0
Joe Carnahan,6.7,3000
Malcolm D. Lee,6.7,7000
Jonathan Demme,6.7,0
Daniel Espinosa,6.7,0
Frank LaLoggia,6.7,0
Kelly Reichardt,6.7,594
Aleksey German,6.7,1000
Nima Nourizadeh,6.7,29000
Jeb Stuart,6.7,503
Rebecca Miller,6.7,608
Zal Batmanglij,6.7,0
Lynn Shelton,6.7,3000
Audrey Wells,6.7,0
Tim Johnson,6.7,26000
Ethan Maniquis,6.7,44000
Lucky McKee,6.7,0
Gillian Armstrong,6.7,329
Alex Kendrick,6.7,0
Andy Garcia,6.7,957
Thomas Carter,6.7,0
Anthony Mann,6.7,560
Lynne Ramsay,6.7,605
Elizabeth Allen Rosenbaum,6.7,0
Shana Feste,6.7,0
Michael Clancy,6.7,376
Sheldon Lettich,6.7,0
Brad Anderson,6.7,392
Zach Braff,6.7,0
Nicholas Hytner,6.7,0
Thaddeus O'Sullivan,6.7,97
Jérôme Salle,6.7,0
Douglas Trumbull,6.7,0
Matthew Robbins,6.7,0
Malcolm D. Lee,6.7,0
Woody Allen,6.7,0
Woody Allen,6.7,812
Gerald Potterton,6.7,0
C. Fraser Press,6.7,38
Roger Avary,6.7,0
Charles Herman-Wurmfeld,6.7,682
Allison Anders,6.7,0
Rawson Marshall Thurber,6.7,0
Alfred Hitchcock,6.7,933
Scott Derrickson,6.7,0
Rowdy Herrington,6.7,352
John Glen,6.7,0
Adrian Lyne,6.7,0
Gavin Hood,6.7,123000
Werner Herzog,6.7,6000
Lasse Hallström,6.7,348
Adam McKay,6.7,16000
Jon Hurwitz,6.7,39000
Akiva Schaffer,6.7,0
Simon West,6.7,108000
Chris Wedge,6.7,17000
Clint Eastwood,6.7,1000
Peter Jackson,6.7,16000
Anne Fletcher,6.7,10000
Joel Schumacher,6.7,1000
Kathryn Bigelow,6.7,0
Rob Cohen,6.7,14000
Steve Oedekerk,6.7,0
Neil Burger,6.7,49000
Peter Berg,6.7,0
Sharon Maguire,6.7,0
Chris Columbus,6.7,0
Tom Shadyac,6.7,0
Michael Hoffman,6.7,19000
Dean Parisot,6.7,22000
Jonathan Lynn,6.7,0
James Mangold,6.7,68000
George Lucas,6.7,0
Kevin Spacey,6.7,0
Rob Cohen,6.7,14000
Tim Burton,6.7,0
Eric Darnell,6.7,0
Gavin Hood,6.7,0
Lana Wachowski,6.7,0
Ron Howard,6.7,0
Jodie Foster,6.7,17000
Brad Silberling,6.7,365
Juan José Campanella,6.7,0
David Bowers,6.7,0
Gary Ross,6.7,10000
David O. Russell,6.7,0
Eric Darnell,6.7,11000
Tim Johnson,6.7,26000
Chris Miller,6.7,16000
Anne Fontaine,6.7,0
Jerry Zaks,6.7,1000
Francis Lawrence,6.7,52000
Tony Gilroy,6.7,31000
James Wong,6.7,0
David Twohy,6.7,0
Nancy Meyers,6.7,0
Richard Donner,6.7,0
Genndy Tartakovsky,6.7,16000
Mikael Håfström,6.7,34000
,6.7,0.0
Harold Ramis,6.7,0
Rawson Marshall Thurber,6.7,0
Martin Campbell,6.7,0
Mark Waters,6.7,0
John Dahl,6.7,0
Evan Goldberg,6.7,97000
Rob Reiner,6.7,591
Mike Nichols,6.7,688
Renny Harlin,6.7,4000
Baltasar Kormákur,6.7,22000
Richard Donner,6.7,0
Brett Ratner,6.7,0
Terrence Malick,6.7,39000
Jake Kasdan,6.7,0
Paul W.S. Anderson,6.7,0
Ruben Fleischer,6.7,40000
Paul W.S. Anderson,6.7,10000
Andrew Niccol,6.7,52000
Patrick Gilmore,6.7,880
Robert Redford,6.7,0
Roman Polanski,6.7,0
Brad Silberling,6.7,0
Jodie Foster,6.7,0
Liz Friedlander,6.7,0
Tom Shadyac,6.7,0
Walter Murch,6.7,0
Justin Chadwick,6.7,0
Pat O'Connor,6.7,8000
Joe Johnston,6.7,0
Jay Roach,6.7,913
Timur Bekmambetov,6.7,0
Adam Shankman,6.7,0
Kenny Ortega,6.7,16000
Lasse Hallström,6.7,23000
Guillermo del Toro,6.7,0
Ang Lee,6.7,0
Liliana Cavani,6.7,447
Andy Tennant,6.7,0
Peter Lord,6.7,0
Terrence Malick,6.7,0
Gavin O'Connor,6.7,0
Edward Zwick,6.7,24000
M. Night Shyamalan,6.7,0
Steven Spielberg,6.7,13000
Rob Cohen,6.7,14000
Jon Lucas,6.7,18000
Joe Wright,6.7,0
Marc Webb,6.7,41000
Rob Marshall,6.7,58000
Ridley Scott,6.7,17000
Phillip Noyce,6.7,0
Marc Forster,6.7,0
Joshua Logan,6.7,0
Gregory Nava,6.7,0
Barry Levinson,6.6,0
Gil Kenan,6.6,0
Antoine Fuqua,6.6,0
Mateo Gil,6.6,0
James Wan,6.6,35000
Zak Penn,6.6,400
Darren Lynn Bousman,6.6,0
Barbra Streisand,6.6,0
Guillaume Ivernel,6.6,0
Florent-Emilio Siri,6.6,0
Jon Hurwitz,6.6,0
Tim Story,6.6,0
Kevin Smith,6.6,0
Jon Gunn,6.6,456
Jon Turteltaub,6.6,27000
,6.6,0.0
Andrea Di Stefano,6.6,0
Abel Ferrara,6.6,344
John Wells,6.6,25000
Paul Schrader,6.6,357
Edward Zwick,6.6,975
Glenn Ficarra,6.6,11000
Jamie Babbit,6.6,0
Peter Flinth,6.6,0
Joe Cornish,6.6,18000
James Cox,6.6,1000
Jeff Wadlow,6.6,36000
Ben Stiller,6.6,0
Don Bluth,6.6,0
Neill Blomkamp,6.6,61000
Gary Fleder,6.6,0
Baz Luhrmann,6.6,0
David Slade,6.6,0
David Lynch,6.6,11000
Paul Michael Glaser,6.6,0
Richard Donner,6.6,0
Andrew Adamson,6.6,0
Nathan Frankowski,6.6,0
Miguel Arteta,6.6,170
Mary Lambert,6.6,0
Tom Dey,6.6,0
Ron Howard,6.6,1000
Tamara Jenkins,6.6,462
Gore Verbinski,6.6,0
Rob Minkoff,6.6,0
Adam McKay,6.6,0
John D. Hancock,6.6,175
Ron Howard,6.6,0
Eddie O'Flaherty,6.6,30
John Dahl,6.6,0
Chuck Russell,6.6,0
John McTiernan,6.6,0
Jon Amiel,6.6,0
Bob Rafelson,6.6,1000
Jeff Tremaine,6.6,0
Richard LaGravenese,6.6,242
Gregory Widen,6.6,0
Neil Jordan,6.6,287
John Glen,6.6,0
Jay Duplass,6.6,297
Danny Boyle,6.6,0
Scott Ziehl,6.6,51
Rawson Marshall Thurber,6.6,10000
Julien Temple,6.6,277
Gavin Wiesen,6.6,0
Pete Travis,6.6,0
Mike Mills,6.6,708
Christophe Gans,6.6,0
Kirk Jones,6.6,0
Nancy Meyers,6.6,0
Dennis Iliadis,6.6,0
Wolfgang Petersen,6.6,0
Claude Chabrol,6.6,52
Mike Newell,6.6,23000
Ken Kwapis,6.6,0
Evan Goldberg,6.6,50000
John Glen,6.6,0
Jeff Schaffer,6.6,0
Chris Nahon,6.6,0
Gus Van Sant,6.6,10000
McG,6.6,0
Ron Shelton,6.6,455
Nigel Cole,6.6,0
Matthew O'Callaghan,6.6,624
Steve Martino,6.6,14000
Irwin Winkler,6.6,1000
Robert Zemeckis,6.6,0
Brett Ratner,6.6,0
Asger Leth,6.6,11000
Neil Burger,6.6,163
Stefan Schwartz,6.6,167
Shawn Levy,6.6,14000
Sam Raimi,6.6,11000
Gérard Krawczyk,6.6,0
Ossie Davis,6.6,477
Woody Allen,6.6,762
Joseph Gordon-Levitt,6.6,33000
James Gray,6.6,0
Edward Burns,6.6,296
Jack Heller,6.6,701
Jaume Balagueró,6.6,4000
Kenneth Branagh,6.6,359
Richard Lester,6.6,672
Tommy Lee Jones,6.6,0
Joe Dante,6.6,0
Marc Forster,6.6,22
Atom Egoyan,6.6,824
Joel Schumacher,6.6,0
Steve Buscemi,6.6,238
Fernando Meirelles,6.6,0
Simon West,6.6,16000
Sterling Van Wagenen,6.6,19
Paul Feig,6.6,24000
Jonathan Demme,6.6,0
Tony Goldwyn,6.6,860
Peter Hedges,6.6,11000
D.J. Caruso,6.6,0
Chad Hartigan,6.6,234
Jeff Tremaine,6.6,26000
David Koepp,6.6,0
Mike Nawrocki,6.6,184
,6.6,373.0
Mark L. Lester,6.6,934
Nicholas Jarecki,6.6,0
Mark Waters,6.6,0
Tim Boxell,6.6,144
Éric Tessier,6.6,39
Mike Binder,6.6,0
David Schwimmer,6.6,0
Patrick Tatopoulos,6.6,0
Jaume Collet-Serra,6.6,15000
Michael Bay,6.6,11000
Nicole Holofcener,6.6,0
Glenn Ficarra,6.6,23000
David O. Russell,6.6,24000
Jodie Foster,6.6,0
David Yates,6.6,29000
Floria Sigismondi,6.6,0
,6.6,990.0
Andrew Stanton,6.6,24000
Richard Donner,6.6,0
George Stevens,6.6,1000
Todd Phillips,6.6,25000
,6.6,0.0
John Madden,6.6,21000
Will Gluck,6.6,41000
Peter Medak,6.6,561
Danny DeVito,6.6,949
Steven Soderbergh,6.6,42000
Tony Bill,6.6,2000
Christopher Smith,6.6,0
Joe Wright,6.6,36000
Jon Stewart,6.6,5000
Joel Zwick,6.6,5000
David Bowers,6.6,0
Claude Chabrol,6.6,33
Eric Darnell,6.6,0
Edward Burns,6.6,265
David Yates,6.6,29000
Jeff Wadlow,6.6,0
Michael Curtiz,6.6,376
Chris Columbus,6.6,0
Ridley Scott,6.6,0
Jay Roach,6.6,0
Mike Judge,6.6,79000
George Gallo,6.6,26
Jonathan Mostow,6.6,0
Lawrence Kasdan,6.6,0
David Dobkin,6.6,515
Leonard Nimoy,6.6,0
Michael Schultz,6.6,889
Hugh Wilson,6.6,0
Brad Copeland,6.6,0
Spike Lee,6.6,290
Dennis Iliadis,6.6,0
Francis Lawrence,6.6,38000
Martin Campbell,6.6,0
Clint Eastwood,6.6,16000
Michael Bay,6.6,0
Robert Zemeckis,6.6,10000
Ridley Scott,6.6,911
Dean Wright,6.6,0
Alan Taylor,6.6,82000
Barbra Streisand,6.6,883
Jon Amiel,6.6,0
Mikael Håfström,6.6,0
Thomas Vinterberg,6.6,532
Chatrichalerm Yukol,6.6,124
Laurie Collyer,6.6,474
Andrew Berends,6.6,14
Peter Cattaneo,6.6,135
Rohit Jugraj,6.6,50
Joel Paul Reisig,6.6,71
Morgan Spurlock,6.6,0
Clint Eastwood,6.6,0
Hunter Richards,6.6,0
Mike Gabriel,6.6,0
Andy Tennant,6.6,0
Frank Borzage,6.6,213
David Carson,6.6,0
Spike Lee,6.6,0
Rod Lurie,6.5,130
Marc Lawrence,6.5,0
Michael Bay,6.5,43000
George Sidney,6.5,144
Paul Weitz,6.5,736
Kenneth Lonergan,6.5,0
Emily Young,6.5,3000
Guillaume Canet,6.5,0
Robert Redford,6.5,0
James Fargo,6.5,76
Dominic Sena,6.5,0
Peter Faiman,6.5,0
Ian Sharp,6.5,830
Jay Russell,6.5,0
David Twohy,6.5,4000
Iain Softley,6.5,0
Tarsem Singh,6.5,11000
Baltasar Kormákur,6.5,0
Francis Ford Coppola,6.5,828
James DeMonaco,6.5,15000
Michael Haneke,6.5,0
Tom Holland,6.5,0
Peter Kassovitz,6.5,0
Susan Seidelman,6.5,88
David Koepp,6.5,20000
John Dahl,6.5,830
Jean-Jacques Mantello,6.5,28
Scott Hicks,6.5,29000
Joby Harold,6.5,0
Ben Wheatley,6.5,535
Shekhar Kapur,6.5,0
Ari Sandel,6.5,8000
Herbert Ross,6.5,0
Hart Bochner,6.5,0
George Miller,6.5,0
Tim Burton,6.5,24000
Phillip Noyce,6.5,58000
Ric Roman Waugh,6.5,12000
Sylvester Stallone,6.5,57000
Todd Phillips,6.5,56000
William Phillips,6.5,850
Steven Zaillian,6.5,1000
David Cronenberg,6.5,36000
Peter Segal,6.5,0
Lori Petty,6.5,599
Gary McKendry,6.5,17000
Wes Craven,6.5,0
Michael Winterbottom,6.5,141
Malcolm D. Lee,6.5,866
Jon Turteltaub,6.5,0
Ken Kwapis,6.5,0
Harry Elfont,6.5,0
Niels Arden Oplev,6.5,0
David Jacobson,6.5,412
Nora Ephron,6.5,0
Don Coscarelli,6.5,812
Michael Spierig,6.5,0
Luc Besson,6.5,739
Spike Lee,6.5,720
Chris Rock,6.5,0
Leslie H. Martinson,6.5,0
James L. Brooks,6.5,0
Kelly Reichardt,6.5,0
Robert Cary,6.5,360
Rowdy Herrington,6.5,0
Michael Radford,6.5,0
Joe Dante,6.5,0
Gary Winick,6.5,13000
Kar-Wai Wong,6.5,13000
Robert Luketic,6.5,9000
Jon Kasdan,6.5,1000
David Webb Peoples,6.5,999
Antoine Fuqua,6.5,45000
Clark Gregg,6.5,0
M. Night Shyamalan,6.5,0
Tom Vaughan,6.5,0
Roger Avary,6.5,853
Chuck Sheetz,6.5,227
Brad Anderson,6.5,0
Scott Waugh,6.5,32000
Pete Jones,6.5,304
Gil Kenan,6.5,0
Rich Cowan,6.5,117
Elizabeth Banks,6.5,40000
Bill Condon,6.5,0
Gore Verbinski,6.5,48000
Scott Speer,6.5,19000
Frank Miller,6.5,32000
Spike Lee,6.5,1000
Peter Sollett,6.5,0
Pierre Morel,6.5,0
John Stockwell,6.5,0
Bobby Farrelly,6.5,0
Derrick Borte,6.5,0
Tim Burton,6.5,24000
Roger Michell,6.5,0
Gabriele Muccino,6.5,282
Jim Mickle,6.5,0
Scott Frank,6.5,15000
Joel Schumacher,6.5,0
Rick Famuyiwa,6.5,0
Michael Winterbottom,6.5,141
Walter Lang,6.5,548
Jonathan Hensleigh,6.5,4000
Shinji Aramaki,6.5,0
Anne Fletcher,6.5,0
Mike McCoy,6.5,15000
Michael Patrick Jann,6.5,0
Matty Rich,6.5,160
John Cameron Mitchell,6.5,0
Mitch Davis,6.5,650
Miguel Arteta,6.5,938
Cody Cameron,6.5,15000
Steven Spielberg,6.5,0
Martin Campbell,6.5,0
Boaz Yakin,6.5,12000
Jay Duplass,6.5,0
Tim Chambers,6.5,797
Robert B. Weide,6.5,0
John McNaughton,6.5,0
Alan J. Pakula,6.5,0
Ward Roberts,6.5,72
Peter Segal,6.5,758
Steven Spielberg,6.5,0
Greg Harrison,6.5,0
Roger Spottiswoode,6.5,0
Doug Liman,6.5,0
Steven Shainberg,6.5,0
Stephen Chow,6.5,1000
Howard Deutch,6.5,0
Roger Michell,6.5,0
Sean Anders,6.5,0
Marianna Palka,6.5,0
Gary Fleder,6.5,15000
Alex Kendrick,6.5,0
George Tillman Jr.,6.5,12000
Barry Skolnick,6.5,0
Charles Matthau,6.5,0
Frank Coraci,6.5,17000
George Lucas,6.5,13000
Oliver Stone,6.5,28000
David R. Ellis,6.5,2000
Todd Phillips,6.5,0
Barbra Streisand,6.5,0
Paul Gross,6.5,971
Morgan J. Freeman,6.5,51
Ric Roman Waugh,6.5,12000
David Soren,6.5,13000
Barry Sonnenfeld,6.5,892
Steven Soderbergh,6.5,0
Sam Raimi,6.5,0
Clint Eastwood,6.5,16000
Herbert Ross,6.5,0
Lowell Sherman,6.5,328
Spike Lee,6.5,406
Kimberly Peirce,6.5,982
Mike Flanagan,6.5,23000
Nicolae Constantin Tanase,6.5,34
Fede Alvarez,6.5,70000
Mark Pellington,6.5,0
Tom Tykwer,6.5,0
Breck Eisner,6.5,0
Christopher Scott Cherot,6.5,161
Miguel Arteta,6.5,0
Frank Coraci,6.5,12000
Ava DuVernay,6.5,569
John Landis,6.5,0
William Bindley,6.5,282
Timur Bekmambetov,6.5,0
Todd Solondz,6.5,0
Jennifer Wynne Farmer,6.5,102
James Gunn,6.5,0
Eric Leighton,6.5,0
Dominic Sena,6.5,0
Nick Murphy,6.5,10000
Teddy Chan,6.5,0
Burr Steers,6.5,0
Sol Tryon,6.5,339
Carl Franklin,6.5,1000
Rob Letterman,6.5,0
Luke Greenfield,6.5,14000
Maria Maggenti,6.5,423
Atom Egoyan,6.5,507
Cory Edwards,6.5,0
John McTiernan,6.5,0
Brad Bird,6.5,37000
Ian Fitzgibbon,6.4,663
Mike Newell,6.4,0
Rob Cohen,6.4,0
Ken Scott,6.4,0
Rob Letterman,6.4,35000
George Hickenlooper,6.4,3000
John Simpson,6.4,205
James McTeigue,6.4,0
Joel Schumacher,6.4,10000
Woody Allen,6.4,827
Benedek Fliegauf,6.4,0
Jesse Peretz,6.4,11000
Damian Nieman,6.4,413
Sam Raimi,6.4,0
Michael Corrente,6.4,226
Clint Eastwood,6.4,0
Steve Pink,6.4,12000
David Dobkin,6.4,13000
Wayne Wang,6.4,0
Hironobu Sakaguchi,6.4,0
Bob Saget,6.4,679
Jill Sprecher,6.4,166
George P. Cosmatos,6.4,0
Daniel Espinosa,6.4,18000
Dennis Dugan,6.4,0
Clint Eastwood,6.4,705
Susanna White,6.4,0
Michael Apted,6.4,2000
Nancy Meyers,6.4,0
Ethan Coen,6.4,23000
Olivier Megaton,6.4,15000
David Bowers,6.4,0
Steven Soderbergh,6.4,0
Sam Raimi,6.4,60000
Shawn Levy,6.4,3000
Renny Harlin,6.4,0
Robert Rodriguez,6.4,0
John Singleton,6.4,1000
Brian Koppelman,6.4,0
Susan Stroman,6.4,0
Kyle Balda,6.4,70000
Dan Rush,6.4,0
René Féret,6.4,0
Jee-woon Kim,6.4,24000
Anand Tucker,6.4,1000
Dean Israelite,6.4,0
Peter Segal,6.4,1000
Adam Rapp,6.4,414
Carlos Saldanha,6.4,0
Norman Jewison,6.4,745
Eric Styles,6.4,100
Jim Field Smith,6.4,0
Craig Gillespie,6.4,23000
Måns Mårlind,6.4,24000
David Fincher,6.4,0
Judd Apatow,6.4,0
Emma-Kate Croghan,6.4,46
Alexandre Aja,6.4,0
Anthony Russo,6.4,423
James Gray,6.4,401
Vadim Perelman,6.4,1000
Jack Perez,6.4,0
Craig Zobel,6.4,0
Frank Oz,6.4,0
Matt Birch,6.4,25
Stuart Baird,6.4,0
Peter Segal,6.4,12000
Jonathan Frakes,6.4,1000
Roland Emmerich,6.4,19000
Remo,6.4,1000
Yuefeng Song,6.4,0
Edward Norton,6.4,0
Cameron Crowe,6.4,0
Jeb Stuart,6.4,389
J.B. Rogers,6.4,0
Ash Baron-Cohen,6.4,20
David Twohy,6.4,39000
Robert Moresco,6.4,294
Michel Gondry,6.4,0
Stephen Herek,6.4,0
James Mangold,6.4,0
Brian Robbins,6.4,0
Steve Antin,6.4,19000
Jerry Zucker,6.4,0
Sofia Coppola,6.4,0
Michael Corrente,6.4,0
Wolfgang Petersen,6.4,0
Bruno Barreto,6.4,114
Floyd Mutrux,6.4,119
John Pasquin,6.4,0
James Bobin,6.4,10000
Phillip Noyce,6.4,23000
Seth MacFarlane,6.4,30000
John Gulager,6.4,0
Ray Lawrence,6.4,302
Jon Favreau,6.4,393
Michael Polish,6.4,298
Phil Alden Robinson,6.4,0
Jake Schreier,6.4,0
Noel Marshall,6.4,0
Charles Martin Smith,6.4,0
Robert Zemeckis,6.4,8000
Daniel Barnz,6.4,0
Rob Letterman,6.4,35000
Jessica Bendinger,6.4,0
Andrew Bujalski,6.4,108
Blaz Zavrsnik,6.4,18
Danny DeVito,6.4,0
Gary Winick,6.4,0
Phyllida Lloyd,6.4,18000
